Master,Slave,NLOS,RSSI,Speed,X,Y,Z,Auth,Trans
132,60,1,75,1,-70,54,0,9,4
132,56,1,77,3,-69,57,0,9,4
132,58,1,76,3,-71,52,0,9,4
133,56,1,77,1,-71,55,0,9,4
132,58,1,75,5,-71,52,0,9,4
135,58,1,76,3,-74,53,0,9,4
132,55,0,76,1,-70,54,0,9,4
133,58,0,76,2,-73,50,0,9,4
134,58,0,76,2,-72,55,0,9,4
133,53,0,77,1,-71,55,0,9,4
132,54,0,76,3,-73,47,0,9,4
134,57,1,76,7,-75,48,0,9,4
135,58,0,75,3,-74,53,0,9,4
132,57,0,77,7,-70,54,0,9,4
132,60,0,76,7,-70,54,0,9,4
132,61,0,76,6,-69,57,0,9,4
131,59,0,75,5,-67,58,0,9,4
133,59,0,76,1,-71,55,0,9,4
130,58,0,76,2,-67,56,0,9,4
132,60,0,76,5,-70,54,0,9,4
130,59,0,76,5,-66,58,0,9,4
130,59,0,76,5,-66,58,0,9,4
135,59,0,77,6,-73,55,0,9,4
133,58,0,76,1,-71,55,0,9,4
134,59,0,76,6,-72,55,0,9,4
131,60,0,77,5,-68,56,0,9,4
133,59,0,77,2,-70,57,0,9,4
134,57,0,76,0,-72,55,0,9,4
134,61,0,76,5,-73,53,0,9,4
132,60,0,76,2,-68,59,0,9,4
133,61,0,75,2,-70,57,0,9,4
132,60,0,75,7,-68,59,0,9,4
136,73,0,75,7,-74,55,0,9,4
136,57,0,75,15,-65,72,0,9,4
135,64,0,75,8,-74,53,0,9,4
131,68,0,74,11,-65,62,0,9,4
129,67,0,74,7,-60,67,0,9,4
128,68,0,75,20,-59,67,0,9,4
129,63,0,74,7,-60,67,0,9,4
123,59,0,73,5,-55,64,0,9,4
136,80,0,74,21,-75,53,0,9,4
132,57,0,73,13,-55,79,0,9,4
138,58,0,73,26,-78,51,0,9,4
131,58,1,73,7,-68,56,0,9,4
142,82,0,74,43,-84,46,0,9,4
133,58,0,74,39,-54,82,0,9,4
140,83,0,73,14,-81,49,0,9,4
149,79,0,73,33,-76,79,0,9,4
146,98,0,72,22,-75,75,0,9,4
136,63,0,72,61,-44,98,0,9,4
127,70,0,75,22,-60,63,0,9,4
132,71,0,85,14,-62,69,0,9,4
132,64,0,83,31,-61,71,0,9,4
120,68,0,82,9,-51,64,0,9,4
112,69,1,84,23,-39,67,0,9,4
91,45,1,82,45,-17,61,0,9,4
84,33,0,81,37,-25,37,0,9,4
73,29,0,77,54,-21,16,0,9,4
53,33,1,84,36,-9,25,0,9,4
45,24,0,57,22,-4,29,0,9,4
46,22,0,50,22,-7,33,0,9,4
35,23,0,58,15,-3,39,0,9,4
31,28,0,60,12,-2,41,0,9,4
40,29,0,52,4,-4,36,0,9,4
43,32,0,57,5,-5,34,0,9,4
45,29,0,58,10,-5,31,0,9,4
43,30,0,57,2,-5,34,0,9,4
40,31,0,55,2,-3,34,0,9,4
35,27,0,59,7,-1,37,0,9,4
47,30,0,56,2,-7,32,0,9,4
47,31,0,57,5,-6,30,0,9,4
47,32,0,58,8,-6,30,0,9,4
46,7,0,58,2,-5,30,0,9,4
47,7,0,58,8,-10,37,0,9,4
45,3,0,58,8,-9,38,0,9,4
45,35,0,57,10,-10,39,0,9,4
46,21,0,57,10,-4,28,0,9,4
45,23,0,57,4,-7,34,0,9,4
45,9,0,58,5,-7,34,0,9,4
45,25,0,57,11,-9,38,0,9,4
45,12,0,57,0,-7,34,0,9,4
45,23,0,58,4,-9,38,0,9,4
43,42,0,57,4,-6,35,0,9,4
41,10,0,57,9,0,28,0,9,4
43,12,0,49,1,-8,38,0,9,4
56,5,0,58,9,-14,30,0,9,4
83,25,0,65,37,-34,12,0,9,4
84,30,0,72,31,-32,18,0,9,4
86,25,0,78,18,-32,25,0,9,4
92,18,0,74,12,-39,23,0,9,4
93,37,0,79,9,-41,19,0,9,4
90,35,0,79,9,-33,34,0,9,4
73,33,0,79,19,-20,20,0,9,4
91,34,0,78,14,-35,32,0,9,4
98,33,0,76,9,-42,33,0,9,4
94,33,0,76,22,-38,33,0,9,4
95,35,0,77,4,-39,33,0,9,4
96,35,0,77,3,-39,35,0,9,4
96,33,0,76,2,-39,35,0,9,4
100,33,0,77,5,-44,34,0,9,4
101,34,1,76,6,-45,34,0,9,4
97,36,1,75,2,-41,33,0,9,4
98,33,1,76,3,-41,36,0,9,4
91,34,1,75,10,-35,32,0,9,4
80,27,1,66,17,-26,24,0,9,4
47,22,0,52,34,-7,32,0,9,4
47,21,0,52,34,-7,32,0,9,4
47,28,0,59,27,-8,33,0,9,4
45,25,0,59,21,-6,33,0,9,4
40,24,0,59,5,-4,36,0,9,4
34,49,0,64,8,-2,39,0,9,4
