Master,Slave,NLOS,RSSI,Speed,X,Y,Z,Auth,Trans
18,28,0,54,1,2,44,0,9,4
18,26,0,54,0,2,44,0,9,4
20,26,0,54,1,1,44,0,9,4
17,25,0,54,1,1,45,0,9,4
17,26,0,54,1,1,45,0,9,4
19,25,0,55,1,1,45,0,9,4
18,26,0,54,0,1,45,0,9,4
20,27,0,54,1,1,44,0,9,4
18,27,0,54,1,2,44,0,9,4
17,24,0,53,1,2,44,0,9,4
20,28,0,54,1,0,45,0,9,4
18,30,0,55,0,2,44,0,9,4
20,28,0,54,1,2,43,0,9,4
18,26,0,54,2,2,44,0,9,4
19,26,0,53,1,1,45,0,9,4
15,27,0,54,2,2,45,0,9,4
16,27,0,54,1,2,45,0,9,4
17,23,0,54,1,2,44,0,9,4
15,27,0,56,1,1,46,0,9,4
17,25,0,53,1,2,44,0,9,4
18,24,0,54,1,1,45,0,9,4
19,30,0,55,1,1,45,0,9,4
18,31,0,52,0,2,44,0,9,4
18,28,0,54,2,3,43,0,9,4
17,28,0,54,1,2,44,0,9,4
18,27,0,54,0,2,44,0,9,4
18,25,0,54,1,2,44,0,9,4
15,26,0,55,1,2,45,0,9,4
17,24,0,56,1,1,45,0,9,4
15,23,0,52,2,1,46,0,9,4
16,27,0,54,1,1,46,0,9,4
18,26,0,54,1,2,44,0,9,4
18,23,0,52,1,1,45,0,9,4
17,25,0,54,1,1,45,0,9,4
17,27,0,55,1,1,45,0,9,4
17,24,0,54,1,2,44,0,9,4
17,24,0,54,0,1,45,0,9,4
18,26,0,54,0,1,45,0,9,4
17,26,0,54,1,1,45,0,9,4
16,24,0,54,1,2,45,0,9,4
16,23,0,56,1,1,46,0,9,4
16,21,0,54,1,1,46,0,9,4
17,24,0,53,2,0,47,0,9,4
15,21,0,54,0,1,46,0,9,4
15,21,0,54,0,1,46,0,9,4
15,22,0,54,1,1,46,0,9,4
15,23,0,54,0,1,46,0,9,4
19,23,0,53,1,0,46,0,9,4
17,26,0,54,1,1,45,0,9,4
18,23,0,54,1,1,45,0,9,4
16,23,0,54,1,1,46,0,9,4
17,22,0,54,0,1,45,0,9,4
17,25,0,53,2,0,47,0,9,4
16,26,0,52,0,1,46,0,9,4
18,25,0,54,0,1,45,0,9,4
17,25,0,54,2,1,45,0,9,4
17,27,0,54,1,1,45,0,9,4
17,27,0,52,1,2,44,0,9,4
18,29,0,54,1,2,44,0,9,4
17,26,0,53,1,2,44,0,9,4
19,30,0,53,1,1,45,0,9,4
17,28,0,53,1,3,43,0,9,4
19,30,0,54,0,2,44,0,9,4
20,28,0,54,2,2,43,0,9,4
20,28,0,53,2,1,44,0,9,4
16,30,0,53,1,2,45,0,9,4
18,26,0,54,1,2,44,0,9,4
17,28,0,54,1,1,45,0,9,4
16,30,0,54,0,2,45,0,9,4
17,32,0,54,1,3,43,0,9,4
18,29,0,54,2,3,43,0,9,4
17,30,0,53,1,2,44,0,9,4
16,29,0,54,1,3,44,0,9,4
17,31,0,55,1,2,44,0,9,4
18,31,0,54,1,3,43,0,9,4
17,25,0,54,1,3,43,0,9,4
17,28,0,54,1,1,45,0,9,4
18,28,0,54,1,2,44,0,9,4
19,27,0,54,1,2,44,0,9,4
17,30,0,54,1,2,44,0,9,4
17,29,0,54,1,3,43,0,9,4
17,30,0,54,0,2,44,0,9,4
18,27,0,54,0,2,44,0,9,4
16,30,0,55,2,2,45,0,9,4
16,30,0,56,1,3,44,0,9,4
17,30,0,54,1,3,43,0,9,4
17,30,0,54,2,3,43,0,9,4
16,30,0,54,0,3,44,0,9,4
17,29,0,55,0,3,43,0,9,4
18,30,0,54,1,2,44,0,9,4
16,27,0,56,0,3,44,0,9,4
17,27,0,54,1,2,44,0,9,4
18,27,0,54,0,2,44,0,9,4
19,28,0,54,2,1,45,0,9,4
18,30,0,55,0,2,44,0,9,4
16,31,0,54,1,3,44,0,9,4
16,28,0,53,2,3,44,0,9,4
16,31,0,54,1,2,45,0,9,4
17,26,0,54,1,3,43,0,9,4
19,28,0,53,2,1,45,0,9,4
18,26,0,52,1,2,44,0,9,4
17,28,0,54,2,1,45,0,9,4
19,20,0,54,1,2,44,0,9,4
17,23,0,54,3,0,47,0,9,4
16,27,0,54,1,1,46,0,9,4
18,24,0,55,0,2,44,0,9,4
16,26,0,52,1,1,46,0,9,4
16,25,0,54,1,2,45,0,9,4
17,23,0,55,1,1,45,0,9,4
18,20,0,54,1,1,45,0,9,4
16,24,0,54,2,0,47,0,9,4
