Master,Slave,NLOS,RSSI,Speed,X,Y,Z,Auth,Trans
23,52,0,69,2,11,31,0,9,4
24,46,0,69,3,10,32,0,9,4
26,53,0,69,5,7,34,0,9,4
25,51,0,69,1,10,31,0,9,4
23,46,0,69,0,10,32,0,9,4
26,53,0,68,0,7,34,0,9,4
25,49,0,69,1,10,31,0,9,4
29,51,0,68,3,7,31,0,9,4
28,52,0,68,2,9,29,0,9,4
26,48,0,68,1,10,30,0,9,4
26,50,0,68,1,8,32,0,9,4
25,51,0,68,3,9,32,0,9,4
26,49,0,68,1,9,31,0,9,4
27,44,0,68,0,8,32,0,9,4
25,48,0,68,2,8,33,0,9,4
27,39,0,68,1,7,33,0,9,4
27,50,0,68,3,3,38,0,9,4
24,47,0,68,1,9,33,0,9,4
24,43,0,68,1,8,34,0,9,4
25,49,0,68,3,6,36,0,9,4
27,51,0,68,1,8,32,0,9,4
23,42,0,68,2,10,32,0,9,4
26,52,0,68,2,7,34,0,9,4
25,46,0,67,1,10,31,0,9,4
26,43,0,68,3,7,34,0,9,4
25,49,0,68,2,6,36,0,9,4
26,51,0,68,2,8,32,0,9,4
28,25,0,69,5,9,29,0,9,4
25,49,0,68,9,0,43,0,9,4
26,36,0,68,0,8,32,0,9,4
26,35,0,68,11,3,39,0,9,4
29,38,0,68,4,1,39,0,9,4
25,39,0,69,7,4,38,0,9,4
26,36,0,68,2,4,37,0,9,4
28,41,0,68,1,2,38,0,9,4
24,46,0,68,1,5,38,0,9,4
27,49,0,67,3,6,34,0,9,4
28,48,0,68,9,8,31,0,9,4
25,44,0,68,5,8,33,0,9,4
24,50,0,68,2,6,36,0,9,4
28,51,0,68,0,8,31,0,9,4
27,27,0,68,3,9,30,0,9,4
30,39,0,69,7,0,40,0,9,4
27,34,0,68,8,3,38,0,9,4
25,32,0,68,2,2,40,0,9,4
27,25,0,68,2,1,40,0,9,4
27,27,0,67,2,0,42,0,9,4
29,25,0,68,2,0,40,0,9,4
28,25,0,68,1,0,41,0,9,4
27,24,0,67,0,0,42,0,9,4
25,34,0,68,3,0,43,0,9,4
27,37,0,67,2,2,39,0,9,4
30,25,0,68,5,2,37,0,9,4
27,26,0,67,1,0,42,0,9,4
28,51,0,69,2,0,41,0,9,4
32,53,0,66,10,7,28,0,9,4
32,37,0,65,17,8,27,0,9,4
28,27,0,67,3,2,38,0,9,4
26,32,0,68,15,0,42,0,9,4
30,54,0,66,15,0,40,0,9,4
33,53,0,66,15,9,24,0,9,4
32,53,0,66,17,8,27,0,9,4
29,54,0,67,15,9,28,0,9,4
30,53,0,66,2,10,26,0,9,4
28,53,0,67,2,10,28,0,9,4
29,53,0,67,0,9,28,0,9,4
30,52,0,67,1,9,27,0,9,4
30,53,0,68,1,9,27,0,9,4
30,51,0,68,1,9,27,0,9,4
30,51,0,68,2,8,29,0,9,4
26,49,0,68,4,9,31,0,9,4
27,48,0,68,5,8,32,0,9,4
27,47,0,68,4,7,33,0,9,4
30,49,0,68,3,6,32,0,9,4
29,47,0,67,1,7,31,0,9,4
30,45,0,67,1,6,32,0,9,4
26,48,0,67,3,6,35,0,9,4
30,47,0,67,1,7,30,0,9,4
30,42,0,68,0,6,32,0,9,4
27,23,0,68,1,5,36,0,9,4
31,36,0,65,14,-2,41,0,9,4
31,35,0,67,7,1,37,0,9,4
30,26,0,68,4,1,38,0,9,4
27,33,0,66,2,0,42,0,9,4
29,43,0,66,2,1,39,0,9,4
31,44,0,66,5,4,33,0,9,4
26,39,0,68,9,6,35,0,9,4
25,34,0,68,3,4,38,0,9,4
30,29,0,68,5,1,38,0,9,4
31,30,0,68,7,0,39,0,9,4
27,35,0,67,5,0,42,0,9,4
30,33,0,67,0,1,38,0,9,4
30,32,0,67,1,0,40,0,9,4
29,30,0,68,2,0,40,0,9,4
27,33,0,68,4,0,42,0,9,4
27,34,0,68,1,1,40,0,9,4
27,30,0,68,2,2,39,0,9,4
30,38,0,68,2,0,40,0,9,4
30,37,0,67,3,2,37,0,9,4
30,32,0,67,2,2,37,0,9,4
27,31,0,67,1,1,40,0,9,4
32,39,0,66,2,0,38,0,9,4
30,33,0,65,1,3,36,0,9,4
30,30,0,67,1,0,40,0,9,4
32,29,0,67,0,0,38,0,9,4
33,31,0,67,4,-1,38,0,9,4
29,36,0,67,0,0,40,0,9,4
28,35,0,67,2,2,38,0,9,4
30,37,0,67,2,1,38,0,9,4
29,37,0,67,2,2,38,0,9,4
26,41,0,68,1,3,39,0,9,4
27,35,0,68,3,4,37,0,9,4
29,36,0,68,1,1,39,0,9,4
27,31,0,67,1,2,39,0,9,4
28,33,0,68,5,0,41,0,9,4
28,44,0,68,1,1,40,0,9,4
31,51,0,68,6,4,33,0,9,4
31,43,0,67,15,8,28,0,9,4
28,37,0,68,6,5,35,0,9,4
31,49,0,67,3,2,36,0,9,4
32,47,0,67,2,6,30,0,9,4
29,46,0,66,2,6,33,0,9,4
30,34,0,68,5,6,32,0,9,4
30,38,0,67,9,1,38,0,9,4
31,36,0,67,5,2,36,0,9,4
32,45,0,66,7,1,37,0,9,4
31,46,0,67,7,5,32,0,9,4
29,46,0,67,5,6,33,0,9,4
29,54,0,68,6,6,33,0,9,4
27,48,0,68,5,10,29,0,9,4
30,47,0,67,3,7,30,0,9,4
29,52,0,68,0,6,33,0,9,4
28,34,0,67,1,9,29,0,9,4
28,28,0,67,1,9,29,0,9,4
30,23,0,68,12,0,40,0,9,4
28,33,0,67,11,-1,42,0,9,4
31,35,0,67,13,0,39,0,9,4
31,33,0,66,3,1,37,0,9,4
28,43,0,67,2,1,40,0,9,4
28,34,0,67,6,5,35,0,9,4
27,35,0,66,2,2,39,0,9,4
29,31,0,67,1,1,39,0,9,4
32,32,0,67,5,0,38,0,9,4
31,33,0,66,2,0,39,0,9,4
31,35,0,66,1,0,39,0,9,4
30,34,0,65,1,1,38,0,9,4
32,34,0,66,1,0,38,0,9,4
30,33,0,66,1,1,38,0,9,4
29,34,0,66,1,1,39,0,9,4
31,33,0,66,1,0,39,0,9,4
34,36,0,66,2,0,36,0,9,4
30,34,0,64,1,1,38,0,9,4
29,37,0,67,1,1,39,0,9,4
28,35,0,66,2,2,38,0,9,4
31,33,0,66,1,1,37,0,9,4
30,34,0,66,1,0,40,0,9,4
29,31,0,67,1,1,39,0,9,4
29,35,0,67,3,0,40,0,9,4
28,36,0,67,2,2,38,0,9,4
27,38,0,67,1,2,39,0,9,4
29,34,0,67,5,3,36,0,9,4
30,33,0,67,1,1,38,0,9,4
32,33,0,66,2,0,38,0,9,4
30,35,0,65,5,0,40,0,9,4
33,32,0,67,1,0,37,0,9,4
28,37,0,67,2,1,40,0,9,4
32,33,0,67,3,1,37,0,9,4
32,38,0,67,2,0,38,0,9,4
29,33,0,67,2,3,36,0,9,4
33,38,0,66,2,0,37,0,9,4
32,33,0,67,3,2,35,0,9,4
29,31,0,67,3,1,39,0,9,4
28,36,0,67,4,0,41,0,9,4
32,33,0,67,2,1,37,0,9,4
30,34,0,67,1,0,40,0,9,4
29,34,0,67,2,1,39,0,9,4
29,36,0,67,2,1,39,0,9,4
28,36,0,67,2,2,38,0,9,4
28,36,0,67,1,2,38,0,9,4
32,40,0,68,2,1,37,0,9,4
34,35,0,66,5,2,33,0,9,4
27,47,0,66,1,2,39,0,9,4
29,42,0,67,6,6,33,0,9,4
28,48,0,66,3,4,36,0,9,4
29,3,0,66,9,7,31,0,9,4
31,50,0,67,14,-4,44,0,9,4
31,55,0,65,7,7,29,0,9,4
35,58,0,64,10,9,21,0,9,4
34,61,0,64,29,11,19,0,9,4
33,68,0,64,14,13,16,0,9,4
29,62,0,64,12,18,13,0,9,4
27,18,0,65,5,15,22,0,9,4
25,71,0,65,31,-1,44,0,9,4
29,64,0,64,13,21,0,0,9,4
30,28,0,66,4,15,18,0,9,4
24,63,0,67,2,1,42,0,9,4
26,59,0,67,21,16,21,0,9,4
25,61,0,67,7,14,25,0,9,4
29,26,0,67,24,14,21,0,9,4
28,38,0,67,25,0,41,0,9,4
27,22,0,65,17,3,38,0,9,4
31,15,0,65,25,-2,41,0,9,4
30,38,0,66,3,-3,43,0,9,4
27,30,0,65,0,3,38,0,9,4
