Master,Slave,NLOS,RSSI,Speed,X,Y,Z,Auth,Trans
32,42,0,71,2,5,31,0,9,4
31,46,0,73,0,4,33,0,9,4
36,44,0,71,5,4,28,0,9,4
32,46,0,72,2,4,33,0,9,4
36,45,0,72,5,4,28,0,9,4
32,44,0,72,3,5,31,0,9,4
31,44,0,72,0,4,33,0,9,4
32,46,0,71,5,4,33,0,9,4
32,46,0,71,0,5,31,0,9,4
34,44,0,72,3,4,30,0,9,4
34,42,0,72,1,3,32,0,9,4
37,46,0,72,4,1,32,0,9,4
32,44,0,73,1,5,31,0,9,4
34,45,0,72,0,3,32,0,9,4
33,45,0,72,3,4,32,0,9,4
31,45,0,72,1,5,32,0,9,4
25,57,0,67,4,7,34,0,9,4
27,56,0,67,10,12,26,0,9,4
27,55,0,68,9,12,26,0,9,4
28,56,0,68,8,11,27,0,9,4
26,57,0,67,1,12,27,0,9,4
27,55,0,68,0,12,26,0,9,4
24,57,0,68,2,12,29,0,9,4
30,58,0,67,3,11,24,0,9,4
30,57,0,67,3,12,23,0,9,4
32,58,0,68,7,11,22,0,9,4
30,56,0,67,1,12,23,0,9,4
31,58,0,67,2,10,25,0,9,4
25,59,0,68,5,13,27,0,9,4
27,57,0,68,2,13,25,0,9,4
27,59,0,69,2,12,26,0,9,4
27,59,0,67,2,13,25,0,9,4
26,58,0,67,1,14,24,0,9,4
23,59,0,68,2,14,27,0,9,4
26,60,0,68,1,14,24,0,9,4
23,59,0,68,2,15,26,0,9,4
21,59,0,68,1,15,28,0,9,4
21,55,0,67,2,15,28,0,9,4
23,55,0,68,3,12,30,0,9,4
21,56,0,68,3,12,31,0,9,4
23,58,0,68,2,13,28,0,9,4
21,57,0,68,2,14,29,0,9,4
24,55,0,67,3,13,28,0,9,4
23,56,1,66,2,12,30,0,9,4
24,57,1,66,2,12,29,0,9,4
24,58,1,67,0,13,28,0,9,4
22,55,1,67,2,14,28,0,9,4
24,55,1,67,0,12,29,0,9,4
26,57,1,67,2,11,29,0,9,4
27,57,1,66,2,12,26,0,9,4
22,56,1,66,1,13,29,0,9,4
25,56,1,66,1,12,28,0,9,4
24,57,1,67,3,12,29,0,9,4
25,55,1,67,2,13,27,0,9,4
23,58,1,66,2,12,30,0,9,4
22,56,1,67,2,14,28,0,9,4
21,55,1,66,3,13,30,0,9,4
