Master,Slave,NLOS,RSSI,Speed,X,Y,Z,Auth,Trans
33,45,0,64,1,4,32,0,9,4
31,45,0,64,1,5,32,0,9,4
31,44,0,63,3,5,32,0,9,4
31,45,0,62,1,4,33,0,9,4
31,44,0,63,1,4,33,0,9,4
31,44,0,63,0,4,33,0,9,4
33,44,0,63,1,4,32,0,9,4
32,46,0,63,0,4,33,0,9,4
34,41,0,63,3,4,30,0,9,4
31,43,0,62,3,3,35,0,9,4
34,43,0,62,1,3,32,0,9,4
31,44,0,63,3,4,33,0,9,4
33,44,0,63,1,4,32,0,9,4
30,42,0,64,1,5,33,0,9,4
28,44,0,63,4,4,36,0,9,4
32,44,0,63,1,4,33,0,9,4
33,45,0,63,1,4,32,0,9,4
33,44,0,63,1,4,32,0,9,4
31,43,0,63,1,4,33,0,9,4
