Master,Slave,NLOS,RSSI,Speed,X,Y,Z,Auth,Trans
26,47,0,64,35,6,35,0,1,0
22,51,0,64,2,8,35,0,9,1
24,51,0,63,2,10,32,0,9,1
21,54,0,64,3,10,34,0,9,1
22,57,0,64,6,12,30,0,9,1
21,55,0,63,5,14,29,0,9,1
21,56,0,64,3,12,31,0,9,1
24,54,0,64,1,12,29,0,9,1
24,54,0,64,3,11,30,0,9,1
24,53,0,66,1,11,30,0,9,1
22,53,0,66,3,11,32,0,9,1
21,60,0,64,2,11,32,0,9,1
23,55,0,64,5,15,26,0,9,1
23,57,0,62,2,12,30,0,9,1
22,55,0,64,3,13,29,0,9,1
24,54,0,64,4,12,29,0,9,1
22,55,0,64,0,12,30,0,9,1
25,54,0,64,1,12,28,0,9,1
22,53,0,64,1,12,30,0,9,1
22,55,0,64,2,11,32,0,9,1
24,55,0,64,1,12,29,0,9,1
22,55,0,64,0,12,30,0,9,1
19,56,0,64,2,13,31,0,9,1
23,58,0,63,1,13,28,0,9,1
22,53,0,64,2,14,28,0,9,1
23,54,0,64,2,11,31,0,9,1
20,54,0,64,4,12,32,0,9,1
24,52,0,64,3,11,30,0,9,1
23,53,0,64,1,10,32,0,9,1
21,54,0,64,1,11,32,0,9,1
22,54,0,64,1,12,30,0,9,1
23,53,0,64,1,11,31,0,9,1
25,54,0,64,1,10,31,0,9,1
23,54,0,63,1,11,31,0,9,1
23,52,0,64,0,11,31,0,9,1
22,53,0,63,1,11,32,0,9,1
24,55,0,64,1,11,30,0,9,1
22,53,0,65,1,12,30,0,9,1
22,51,0,64,0,11,32,0,9,1
21,52,0,64,4,10,34,0,9,1
20,55,0,64,3,11,33,0,9,1
22,52,0,64,2,12,30,0,9,1
22,52,0,64,2,11,32,0,9,1
22,54,0,64,1,11,32,0,9,1
25,54,0,63,1,11,29,0,9,1
23,56,0,64,1,11,31,0,9,1
21,54,0,64,2,13,30,0,9,1
24,53,0,62,1,11,30,0,9,1
21,50,0,65,1,11,32,0,9,1
21,53,0,64,5,10,34,0,9,1
21,52,0,64,2,11,32,0,9,1
22,49,0,64,0,11,32,0,9,1
23,54,0,64,1,9,33,0,9,1
23,54,0,63,1,11,31,0,9,1
23,53,0,64,1,11,31,0,9,1
24,54,0,64,3,11,30,0,9,1
23,52,0,64,0,11,31,0,9,1
22,51,0,64,1,11,32,0,9,1
23,53,0,63,2,10,32,0,9,1
22,53,0,64,1,11,32,0,9,1
21,55,0,64,0,11,32,0,9,1
24,52,0,64,3,12,29,0,9,1
24,53,0,62,1,10,32,0,9,1
