Master,Slave,NLOS,RSSI,Speed,X,Y,Z,Auth,Trans
30,41,0,67,3,3,36,0,9,4
29,41,0,66,2,4,35,0,9,4
30,40,0,67,2,3,36,0,9,4
31,35,0,67,1,3,35,0,9,4
32,39,0,66,3,1,37,0,9,4
30,34,0,67,0,3,36,0,9,4
32,32,0,66,4,0,38,0,9,4
35,34,0,68,2,-1,37,0,9,4
32,33,0,67,3,0,38,0,9,4
35,34,0,67,3,0,35,0,9,4
32,36,0,65,1,0,38,0,9,4
30,35,0,67,1,1,38,0,9,4
30,35,0,68,3,1,38,0,9,4
29,33,0,67,1,1,39,0,9,4
31,40,0,68,1,0,39,0,9,4
31,40,0,68,3,3,35,0,9,4
29,39,0,67,4,3,36,0,9,4
30,38,0,68,1,3,36,0,9,4
28,37,0,69,2,3,37,0,9,4
27,41,0,67,2,3,38,0,9,4
29,35,0,68,1,4,35,0,9,4
29,36,0,68,2,1,39,0,9,4
30,37,0,67,2,1,38,0,9,4
30,39,0,68,2,2,37,0,9,4
30,35,0,69,3,3,36,0,9,4
30,36,0,68,0,1,38,0,9,4
30,38,0,67,1,1,38,0,9,4
31,38,0,67,1,2,36,0,9,4
30,39,0,68,1,2,37,0,9,4
30,38,0,68,2,3,36,0,9,4
30,40,0,67,1,2,37,0,9,4
31,40,0,67,2,3,35,0,9,4
31,40,0,66,1,3,35,0,9,4
29,42,0,68,1,3,36,0,9,4
30,44,0,68,1,4,34,0,9,4
30,44,0,68,2,5,33,0,9,4
33,43,0,66,4,4,32,0,9,4
33,47,0,67,1,3,33,0,9,4
31,44,0,67,2,6,31,0,9,4
32,44,0,67,1,4,33,0,9,4
32,44,0,67,1,4,33,0,9,4
31,47,0,67,2,4,33,0,9,4
32,45,0,66,2,5,31,0,9,4
33,43,0,66,1,4,32,0,9,4
31,44,0,66,0,4,33,0,9,4
31,45,0,67,2,4,33,0,9,4
34,45,0,65,2,4,30,0,9,4
31,44,0,65,1,5,32,0,9,4
33,45,0,64,1,4,32,0,9,4
40,45,0,62,4,2,26,0,9,4
39,44,0,60,5,2,27,0,9,4
37,46,0,59,2,2,30,0,9,4
40,46,0,57,0,2,26,0,9,4
30,50,0,58,6,6,32,0,9,4
31,48,0,62,5,7,29,0,9,4
30,49,0,61,6,7,30,0,9,4
31,49,0,61,3,7,29,0,9,4
30,69,0,59,1,7,30,0,9,4
