Master,Slave,NLOS,RSSI,Speed,X,Y,Z,Auth,Trans
32,62,0,63,5,17,8,0,9,4
29,60,0,65,9,15,19,0,9,4
31,62,0,62,11,13,20,0,9,4
32,65,0,64,8,14,16,0,9,4
32,67,0,64,8,16,11,0,9,4
31,61,0,64,9,17,11,0,9,4
29,64,0,65,5,14,21,0,9,4
32,66,0,64,3,15,14,0,9,4
30,64,0,65,2,17,13,0,9,4
31,63,0,64,5,15,16,0,9,4
31,67,0,65,2,15,16,0,9,4
30,65,0,64,0,17,13,0,9,4
31,64,0,64,3,16,13,0,9,4
30,64,0,65,2,15,18,0,9,4
30,68,0,64,5,15,18,0,9,4
30,66,0,64,2,18,11,0,9,4
30,68,0,65,5,17,13,0,9,4
33,74,0,64,18,17,0,0,9,4
32,68,0,65,5,22,15,0,9,4
30,65,0,64,2,18,11,0,9,4
29,64,0,64,17,16,17,0,9,4
30,68,0,64,7,15,18,0,9,4
29,66,0,63,2,18,13,0,9,4
33,65,0,64,9,16,8,0,9,4
32,66,0,63,7,16,11,0,9,5
29,77,0,64,2,17,15,0,9,2
32,69,0,63,12,24,18,0,9,4
32,70,0,63,11,18,0,0,9,4
28,65,0,63,5,20,10,0,9,4
31,64,0,63,9,16,13,0,9,4
30,65,0,63,18,15,18,0,9,4
