Master,Slave,NLOS,RSSI,Speed,X,Y,Z,Auth,Trans
38,48,0,70,1,3,27,0,9,4
36,50,0,71,2,5,27,0,9,4
35,48,0,70,1,6,26,0,9,4
36,46,0,71,2,5,27,0,9,4
36,50,0,71,1,4,28,0,9,4
36,48,0,71,1,6,25,0,9,4
35,49,0,72,1,5,28,0,9,4
35,49,0,71,1,5,28,0,9,4
33,47,0,71,4,6,29,0,9,4
35,46,0,72,1,4,29,0,9,4
36,47,0,71,1,4,28,0,9,4
33,45,0,71,1,5,30,0,9,4
32,47,0,72,2,5,31,0,9,4
34,48,0,71,1,5,29,0,9,4
35,46,0,71,2,5,28,0,9,4
35,48,0,71,2,4,29,0,9,4
33,46,0,72,1,6,29,0,9,4
34,48,0,72,2,4,30,0,9,4
35,45,0,71,1,5,28,0,9,4
36,45,0,71,3,3,30,0,9,4
34,45,0,71,0,4,30,0,9,4
33,45,0,71,4,4,32,0,9,4
34,47,0,71,1,4,30,0,9,4
33,47,0,71,1,5,30,0,9,4
35,48,0,70,3,4,29,0,9,4
33,46,0,72,2,6,29,0,9,4
36,45,0,71,2,4,28,0,9,4
34,46,0,71,1,4,30,0,9,4
34,46,0,71,2,4,30,0,9,4
36,46,0,71,0,4,28,0,9,4
34,46,0,72,0,4,30,0,9,4
34,48,0,71,0,4,30,0,9,4
35,49,0,72,1,5,28,0,9,4
37,46,0,71,5,5,25,0,9,4
36,47,0,72,2,4,28,0,9,4
34,47,0,72,1,5,29,0,9,4
33,46,0,72,5,5,30,0,9,4
35,47,0,71,1,4,29,0,9,4
36,48,0,71,1,4,28,0,9,4
36,46,0,72,3,5,27,0,9,4
36,46,0,71,1,4,28,0,9,4
36,46,0,72,0,4,28,0,9,4
34,46,0,71,3,4,30,0,9,4
36,45,0,71,0,4,28,0,9,4
34,49,0,72,2,4,30,0,9,4
34,45,0,71,3,6,27,0,9,4
32,48,0,72,3,5,31,0,9,4
33,46,0,71,2,6,29,0,9,4
33,47,0,73,3,5,30,0,9,4
34,46,0,72,2,5,29,0,9,4
35,49,0,72,2,4,29,0,9,4
36,47,0,72,3,5,27,0,9,4
34,46,0,72,0,5,29,0,9,4
35,47,0,73,0,4,29,0,9,4
34,47,0,71,2,5,29,0,9,4
38,48,0,71,2,3,27,0,9,4
39,46,0,71,3,3,26,0,9,4
35,47,0,72,1,4,29,0,9,4
37,49,0,71,1,4,27,0,9,4
35,46,0,73,2,5,28,0,9,4
36,46,0,72,1,4,28,0,9,4
35,46,0,72,2,4,29,0,9,4
33,47,0,71,2,5,30,0,9,4
33,46,0,72,2,5,30,0,9,4
35,47,0,72,0,4,29,0,9,4
36,47,0,72,2,4,28,0,9,4
34,47,0,72,1,5,29,0,9,4
