Master,Slave,NLOS,RSSI,Speed,X,Y,Z,Auth,Trans
38,61,0,68,2,11,8,0,9,4
37,56,0,70,1,11,12,0,9,4
38,48,0,69,9,8,17,0,9,4
37,72,0,69,27,4,27,0,9,4
35,66,0,69,8,19,16,0,9,4
36,51,0,68,11,15,8,0,9,4
34,46,0,68,3,7,26,0,9,4
34,46,0,69,20,4,30,0,9,4
33,52,0,69,24,5,30,0,9,4
33,47,0,69,1,8,25,0,9,4
35,49,0,68,1,4,29,0,9,4
33,51,0,68,1,6,29,0,9,4
34,47,0,68,1,7,26,0,9,4
34,47,0,69,1,5,29,0,9,4
35,46,0,69,2,4,29,0,9,4
36,50,0,69,3,4,28,0,9,4
35,53,0,69,3,6,26,0,9,4
36,52,0,68,6,7,23,0,9,4
35,55,0,68,5,7,24,0,9,4
36,57,0,68,5,8,21,0,9,4
35,56,0,68,5,10,19,0,9,4
35,48,0,69,3,9,21,0,9,4
35,48,0,69,7,5,28,0,9,4
33,51,0,68,10,6,29,0,9,4
34,50,0,68,5,7,26,0,9,4
35,48,0,68,2,6,26,0,9,4
34,51,0,69,1,5,29,0,9,4
35,60,0,68,1,6,26,0,9,4
35,51,0,69,13,11,17,0,9,4
35,39,0,69,0,6,26,0,9,4
35,50,0,68,19,1,34,0,9,5
35,56,0,69,10,6,26,0,9,2
36,55,0,68,17,9,19,0,9,4
35,57,0,68,5,9,21,0,9,4
36,60,0,69,2,9,19,0,9,4
35,61,0,68,2,11,17,0,9,4
36,61,0,68,9,12,12,0,9,4
36,53,0,68,7,12,12,0,9,4
35,53,0,68,8,7,24,0,9,4
35,61,0,68,13,7,24,0,9,4
36,65,0,68,0,12,12,0,9,4
34,54,0,68,17,15,8,0,9,4
36,61,0,68,3,8,21,0,9,4
35,61,0,67,2,12,14,0,9,4
35,61,0,69,6,12,14,0,9,4
36,59,0,68,9,12,12,0,9,4
36,53,0,68,3,10,17,0,9,4
36,52,0,67,10,7,23,0,9,4
34,64,0,67,14,7,26,0,9,4
36,50,0,67,17,14,0,0,9,4
36,49,0,67,2,6,25,0,9,4
35,51,0,67,2,5,28,0,9,4
35,48,0,66,27,6,26,0,9,4
35,76,0,69,3,5,28,0,9,4
36,57,0,65,18,22,22,0,9,4
39,59,0,66,11,8,15,0,9,4
31,55,0,73,9,12,21,0,9,4
31,67,0,73,9,12,21,0,9,4
31,48,0,70,12,17,11,0,9,4
31,76,0,70,16,6,31,0,9,4
44,52,0,61,12,19,31,0,9,4
42,45,0,60,14,4,18,0,9,4
46,53,0,52,13,0,19,0,9,4
47,52,0,55,34,3,0,0,9,4
48,47,0,57,18,2,0,0,9,4
43,56,0,59,4,1,23,0,9,4
40,56,0,60,15,7,15,0,9,4
52,27,0,62,20,2,20,0,9,4
60,34,0,63,15,-14,22,0,9,4
52,38,0,65,16,-7,23,0,9,4
49,38,0,64,6,-4,22,0,9,5
53,39,0,64,8,-6,18,0,9,2
55,36,0,60,9,-7,14,0,9,4
53,37,0,61,3,-7,20,0,9,4
53,32,0,61,2,-7,20,0,9,4
53,34,0,61,9,-8,23,0,9,4
53,36,0,58,3,-8,23,0,9,4
53,32,0,61,0,-7,20,0,9,4
54,38,0,60,1,-9,23,0,9,4
56,36,0,60,8,-8,15,0,9,4
55,33,0,60,2,-8,18,0,9,4
51,38,0,60,2,-7,25,0,9,4
52,33,0,61,5,-6,20,0,9,4
54,35,0,60,5,-9,23,0,9,4
51,49,0,57,2,-6,23,0,9,4
52,40,0,57,11,-1,10,0,9,4
53,44,0,57,5,-6,18,0,9,4
55,46,0,60,23,-5,0,0,9,4
59,34,0,59,9,-6,18,0,9,4
58,37,0,59,5,-11,18,0,9,4
57,30,0,59,15,-9,15,0,9,4
56,35,0,59,7,-11,24,0,9,4
54,35,0,59,4,-8,21,0,9,4
54,32,0,59,6,-8,21,0,9,4
53,36,0,59,3,-8,23,0,9,4
57,38,0,64,6,-9,15,0,9,4
57,36,0,62,6,-9,15,0,9,4
59,36,0,59,13,-10,10,0,9,4
53,39,0,59,5,-7,20,0,9,4
54,36,0,59,3,-6,14,0,9,4
53,36,0,58,10,-7,20,0,9,4
53,36,0,60,0,-7,20,0,9,4
51,38,0,60,9,-6,23,0,9,4
52,38,0,58,1,-6,20,0,9,4
53,38,0,60,2,-6,18,0,9,4
61,34,0,63,23,-11,0,0,9,4
61,33,0,61,10,-12,11,0,9,4
59,36,0,61,5,-11,15,0,9,4
62,30,0,61,1,-12,0,0,9,4
61,35,0,61,8,-14,19,0,9,4
58,36,0,62,1,-10,15,0,9,4
60,35,0,61,11,-11,11,0,9,5
59,34,0,61,5,-11,15,0,9,2
62,37,0,61,5,-13,11,0,9,4
59,33,0,61,1,-10,10,0,9,4
61,33,0,62,2,-13,15,0,9,4
60,38,0,61,4,-12,15,0,9,4
57,33,0,61,5,-9,15,0,9,4
60,34,0,62,1,-12,15,0,9,4
55,38,0,62,6,-9,21,0,9,4
62,37,0,62,15,-12,0,0,9,4
62,33,0,60,15,-12,0,0,9,4
64,37,0,61,11,-15,11,0,9,4
64,39,0,59,11,-13,11,0,9,4
60,39,0,60,2,-10,0,0,9,4
63,35,0,61,3,-12,11,0,9,4
66,37,0,59,2,-15,11,0,9,4
58,37,0,61,10,-9,10,0,9,4
61,35,0,61,11,-11,0,0,9,4
60,36,0,62,4,-11,11,0,9,4
61,35,0,60,3,-12,11,0,9,4
59,35,0,59,15,-11,15,0,9,4
61,35,0,61,1,-12,11,0,9,4
60,32,0,61,1,-11,11,0,9,4
54,35,0,68,8,-9,23,0,9,4
51,34,0,61,13,-6,23,0,9,4
54,37,0,61,10,-8,21,0,9,4
50,41,0,63,4,-5,22,0,9,4
46,57,0,61,4,-2,24,0,9,4
46,57,0,58,17,5,9,0,9,4
47,50,0,57,13,5,13,0,9,4
49,54,0,58,15,0,9,0,9,4
44,49,0,56,4,4,13,0,9,4
56,47,0,57,9,-3,18,0,9,4
46,48,0,58,10,0,19,0,9,4
51,53,0,58,13,-1,0,0,9,4
49,51,0,57,10,2,9,0,9,4
48,47,0,57,10,1,9,0,9,4
50,45,0,57,10,-1,10,0,9,4
53,44,0,57,10,-3,0,0,9,4
53,44,0,58,5,-4,10,0,9,4
57,45,0,59,5,-6,10,0,9,4
53,45,0,59,0,-3,0,0,9,5
51,44,0,59,2,-2,10,0,9,2
48,41,0,58,8,-1,17,0,9,2
45,47,0,58,24,-1,24,0,9,2
51,45,0,56,10,-1,0,0,9,2
50,46,0,60,3,-2,14,0,9,4
54,48,0,59,24,-4,0,0,9,4
54,46,0,60,10,-3,10,0,9,4
49,49,0,58,1,-1,14,0,9,4
47,49,0,57,17,0,17,0,9,4
49,45,0,59,3,0,9,0,9,4
52,47,0,57,4,-3,10,0,9,4
51,49,0,57,17,-1,0,0,9,4
54,47,0,59,5,-2,14,0,9,4
49,50,0,59,3,0,9,0,9,4
50,46,0,59,1,0,0,0,9,4
52,49,0,59,14,-2,0,0,9,4
54,47,0,60,5,-2,14,0,9,4
56,48,0,59,14,-4,14,0,9,4
54,49,0,60,10,-3,10,0,9,4
46,46,0,61,3,1,16,0,9,4
51,49,0,61,4,-2,10,0,9,4
