Master,Slave,NLOS,RSSI,Speed,X,Y,Z,Auth,Trans
28,43,0,72,2,3,37,0,9,4
31,41,0,74,2,4,33,0,9,4
28,40,0,72,0,4,36,0,9,4
27,40,0,73,1,4,37,0,9,4
32,42,0,72,2,2,35,0,9,4
24,42,0,71,2,5,38,0,9,4
27,45,0,73,1,5,36,0,9,4
28,39,0,72,4,6,33,0,9,4
28,41,0,72,2,3,37,0,9,4
28,39,0,72,1,4,36,0,9,4
33,39,0,73,4,2,34,0,9,4
29,40,0,72,1,3,36,0,9,4
29,45,0,72,1,3,36,0,9,4
31,43,0,72,3,5,32,0,9,4
27,45,0,72,2,5,36,0,9,4
30,40,0,73,3,5,33,0,9,4
33,40,0,73,3,2,34,0,9,4
29,44,0,72,2,3,36,0,9,4
28,41,0,72,2,5,35,0,9,4
28,43,0,71,2,4,36,0,9,4
28,40,0,72,2,5,35,0,9,4
29,39,0,73,2,3,36,0,9,4
29,40,0,72,1,3,36,0,9,4
29,43,0,73,2,3,36,0,9,4
30,41,0,72,2,4,34,0,9,4
30,40,0,72,0,3,36,0,9,4
31,45,0,72,1,3,35,0,9,4
30,39,0,72,3,5,33,0,9,4
30,42,0,72,0,3,36,0,9,4
30,41,0,72,1,4,34,0,9,4
30,39,0,71,3,3,36,0,9,4
29,41,0,72,0,3,36,0,9,4
29,44,0,72,1,4,35,0,9,4
28,39,0,72,2,5,35,0,9,4
30,41,0,72,1,3,36,0,9,4
30,40,0,72,2,3,36,0,9,4
30,42,0,72,0,3,36,0,9,4
30,39,0,72,2,4,34,0,9,4
33,43,0,71,2,2,34,0,9,4
29,41,0,72,2,5,34,0,9,4
33,43,0,72,2,2,34,0,9,4
30,40,0,72,2,4,34,0,9,4
33,39,0,72,2,4,32,0,9,4
29,44,0,72,2,3,36,0,9,4
30,38,0,72,1,5,33,0,9,4
31,41,0,72,1,2,36,0,9,4
30,43,0,73,3,3,36,0,9,4
30,39,0,72,2,4,34,0,9,4
30,45,0,72,0,3,36,0,9,4
30,41,0,72,1,5,33,0,9,4
30,44,0,72,0,3,36,0,9,4
29,40,0,73,2,5,34,0,9,4
30,44,0,72,3,3,36,0,9,4
30,43,0,72,3,5,33,0,9,4
30,44,0,72,1,4,34,0,9,4
29,41,0,74,2,5,34,0,9,4
30,38,0,72,3,2,37,0,9,4
28,43,0,72,3,3,37,0,9,4
27,40,0,73,1,5,36,0,9,4
25,39,0,74,2,4,38,0,9,4
32,40,0,74,2,2,35,0,9,4
28,41,0,73,1,4,36,0,9,4
27,43,0,73,1,4,37,0,9,4
31,41,0,73,2,4,33,0,9,4
27,41,0,73,4,4,37,0,9,4
31,39,0,74,1,3,35,0,9,4
32,40,0,73,2,2,35,0,9,4
31,41,0,73,2,3,35,0,9,4
26,45,0,74,2,5,36,0,9,4
28,40,0,74,4,6,33,0,9,4
28,39,0,73,1,4,36,0,9,4
26,44,0,74,3,5,36,0,9,4
27,40,0,72,2,6,34,0,9,4
25,44,0,72,2,4,38,0,9,4
31,41,0,73,3,4,33,0,9,4
25,42,0,73,3,5,37,0,9,4
28,38,0,74,2,4,36,0,9,4
30,41,0,73,4,2,37,0,9,4
29,41,0,73,2,4,35,0,9,4
32,40,0,72,3,3,34,0,9,4
27,40,0,73,2,4,37,0,9,4
26,40,0,73,1,4,37,0,9,4
25,40,0,72,4,4,38,0,9,4
25,40,0,72,1,4,38,0,9,4
24,43,0,72,1,5,38,0,9,4
24,40,0,72,2,6,36,0,9,4
24,40,0,73,1,5,38,0,9,4
24,44,0,72,2,5,38,0,9,4
30,40,0,71,5,5,33,0,9,4
29,45,0,70,2,3,36,0,9,4
30,41,0,73,5,5,33,0,9,4
25,41,0,73,4,5,37,0,9,4
27,39,0,74,1,4,37,0,9,4
27,45,0,73,5,3,38,0,9,4
