Master,Slave,NLOS,RSSI,Speed,X,Y,Z,Auth,Trans
32,40,0,68,2,3,34,0,9,4
32,41,0,68,1,2,35,0,9,4
33,40,0,68,1,2,34,0,9,4
35,42,0,67,1,1,34,0,9,4
36,41,0,68,4,2,31,0,9,4
34,40,0,67,1,2,33,0,9,4
30,42,0,68,2,3,36,0,9,4
33,40,0,68,2,3,33,0,9,4
35,40,0,67,1,1,34,0,9,4
32,41,0,68,1,2,35,0,9,4
34,42,0,68,1,2,33,0,9,4
32,42,0,68,2,3,34,0,9,4
35,40,0,68,3,2,32,0,9,4
35,42,0,68,1,1,34,0,9,4
35,38,0,67,2,2,32,0,9,4
34,42,0,68,3,1,35,0,9,4
34,42,0,68,2,3,32,0,9,4
31,42,0,67,2,4,33,0,9,4
35,43,0,67,3,2,32,0,9,4
30,41,0,67,2,4,34,0,9,4
31,42,0,67,2,3,35,0,9,4
35,41,0,68,0,2,32,0,9,4
34,42,0,68,2,2,33,0,9,4
30,40,0,66,1,4,34,0,9,4
32,42,0,68,3,2,35,0,9,4
35,41,0,68,1,2,32,0,9,4
33,43,0,67,2,2,34,0,9,4
29,40,0,69,3,5,34,0,9,4
33,40,0,69,2,2,34,0,9,4
31,41,0,69,1,3,35,0,9,4
34,43,0,69,3,2,33,0,9,4
31,41,0,68,2,4,33,0,9,4
34,42,0,68,2,2,33,0,9,4
35,41,0,68,2,2,32,0,9,4
33,40,0,68,1,2,34,0,9,4
31,42,0,68,1,3,35,0,9,4
32,44,0,68,2,3,34,0,9,4
31,42,0,69,2,4,33,0,9,4
30,39,0,69,1,4,34,0,9,4
33,44,0,68,1,2,34,0,9,4
32,41,0,68,0,4,33,0,9,4
34,46,0,69,2,2,33,0,9,4
30,41,0,70,4,6,32,0,9,4
33,42,0,69,2,2,34,0,9,4
30,41,0,68,2,4,34,0,9,4
