Master,Slave,NLOS,RSSI,Speed,X,Y,Z,Auth,Trans
83,1,0,75,36,-34,12,0,1,0
84,3,0,76,37,-35,13,0,1,0
85,1,0,76,38,-36,13,0,1,0
85,1,0,76,38,-36,13,0,0,0
85,2,0,76,38,-36,13,0,0,0
89,1,0,74,39,-39,0,0,1,0
94,2,0,75,44,-44,0,0,1,0
99,14,0,74,50,-48,14,0,1,0
99,21,0,74,50,-48,14,0,0,0
99,15,0,74,50,-48,14,0,0,0
40,42,1,66,30,0,30,0,1,0
37,31,0,63,2,1,32,0,9,1
38,33,0,64,5,-2,35,0,9,1
36,33,0,61,9,-1,36,0,9,1
38,31,0,59,2,-1,34,0,9,1
38,34,0,57,0,-2,35,0,9,1
38,31,0,59,2,-1,34,0,9,1
38,30,0,59,1,-2,35,0,9,1
37,31,0,58,1,-2,36,0,9,1
37,30,0,59,2,-2,36,0,9,1
38,30,0,58,0,-2,35,0,9,1
35,32,0,58,1,-1,37,0,9,1
38,29,0,58,1,-2,35,0,9,1
36,30,0,59,2,-2,37,0,9,1
37,29,0,58,1,-2,36,0,9,1
35,43,0,58,2,-1,37,0,9,1
35,31,0,56,7,3,31,0,9,1
35,31,0,58,1,-1,37,0,9,1
37,31,0,59,1,-2,36,0,9,1
36,31,0,58,6,-1,36,0,9,1
38,30,0,58,2,-2,35,0,9,1
37,30,0,58,0,-2,36,0,9,1
35,31,0,58,1,-1,37,0,9,1
35,31,0,58,2,-1,37,0,9,1
36,30,0,59,1,-1,36,0,9,1
36,34,0,58,1,-1,36,0,9,1
36,29,0,57,3,0,34,0,9,1
37,31,0,58,1,-2,36,0,9,1
37,35,0,58,1,-2,36,0,9,1
38,32,0,58,1,-1,34,0,9,1
38,35,0,58,1,-2,35,0,9,1
38,29,0,58,2,-1,34,0,9,1
36,30,0,58,3,-2,37,0,9,1
37,31,0,57,1,-2,36,0,9,1
38,28,0,55,1,-2,35,0,9,1
35,30,0,58,1,-2,38,0,9,1
42,33,0,61,3,-4,33,0,9,1
45,32,0,60,6,-4,29,0,9,1
42,32,0,62,6,-3,32,0,9,1
41,33,0,63,1,-3,33,0,9,1
43,33,0,61,1,-3,30,0,9,1
35,32,0,61,4,0,35,0,9,1
39,36,0,61,1,-2,34,0,9,1
37,36,0,61,4,0,33,0,9,1
38,32,0,61,3,0,32,0,9,1
38,32,0,60,1,-2,35,0,9,1
40,43,0,60,2,-2,33,0,9,1
40,32,0,61,4,1,28,0,9,1
40,44,0,61,2,-2,33,0,9,1
38,36,0,61,5,2,29,0,9,1
38,32,0,60,4,0,32,0,9,1
39,32,0,61,1,-2,34,0,9,1
37,31,0,60,6,-1,35,0,9,1
40,42,0,60,3,-3,34,0,9,1
40,31,0,60,4,0,30,0,9,1
36,44,0,58,1,-1,36,0,9,1
36,32,0,59,7,3,30,0,9,1
37,30,0,60,5,-1,35,0,9,1
40,30,0,59,2,-3,34,0,9,1
41,31,0,63,6,-3,33,0,9,1
40,43,0,63,2,-3,34,0,9,1
41,42,0,63,6,0,28,0,9,1
42,32,0,60,6,0,27,0,9,1
37,34,0,61,2,-1,35,0,9,1
39,44,0,61,4,-1,32,0,9,1
37,33,0,61,3,2,30,0,9,1
37,44,0,61,0,-1,35,0,9,1
47,31,0,60,13,-1,19,0,9,1
36,31,0,60,6,-1,36,0,9,1
38,30,0,60,16,-2,35,0,9,1
41,44,0,61,3,-3,33,0,9,1
41,31,0,61,11,1,26,0,9,1
41,44,0,60,2,-3,33,0,9,1
41,31,0,60,8,1,26,0,9,1
44,32,0,61,7,-4,31,0,9,1
41,32,0,61,0,-3,33,0,9,1
39,44,0,61,8,-2,34,0,9,1
34,30,0,59,7,3,32,0,9,1
39,45,0,59,2,-3,35,0,9,1
37,30,0,57,7,3,28,0,9,1
40,34,0,58,6,-3,34,0,9,1
48,45,0,56,9,-5,26,0,9,1
38,30,0,59,1,2,29,0,9,1
41,32,0,57,1,-3,33,0,9,1
35,31,0,60,11,-1,37,0,9,1
41,29,0,58,6,-3,33,0,9,1
34,45,0,58,5,-1,38,0,9,1
25,45,0,58,8,7,34,0,9,1
41,30,0,58,8,1,26,0,9,1
31,30,0,57,1,0,39,0,9,1
39,29,0,57,10,-3,35,0,9,1
40,28,0,57,8,-3,34,0,9,1
40,28,0,57,1,-4,36,0,9,1
38,28,0,57,2,-3,36,0,9,1
36,29,0,57,2,-2,37,0,9,1
41,29,0,57,1,-4,35,0,9,1
41,27,0,57,1,-4,35,0,9,1
40,28,0,57,2,-4,36,0,9,1
39,29,0,57,1,-3,35,0,9,1
35,29,0,58,3,-1,37,0,9,1
36,28,0,57,2,-2,37,0,9,1
34,30,0,57,3,-1,38,0,9,1
38,30,0,57,2,-2,35,0,9,1
37,27,0,55,1,-2,36,0,9,1
17,29,0,56,6,2,44,0,9,1
41,29,0,54,2,-4,35,0,9,1
45,29,0,57,5,-5,31,0,9,1
38,27,0,56,9,-3,36,0,9,1
38,28,0,56,1,-3,36,0,9,1
38,28,0,56,5,-3,36,0,9,1
38,31,0,56,0,-3,36,0,9,1
38,29,0,56,1,-2,35,0,9,1
37,29,0,58,1,-2,36,0,9,1
33,30,0,54,2,-1,38,0,9,1
39,28,0,57,1,-3,35,0,9,1
39,27,0,57,1,-3,35,0,9,1
41,44,0,57,4,-4,35,0,9,1
41,27,0,58,9,1,26,0,9,1
37,30,0,57,2,-3,37,0,9,1
40,27,0,58,1,-3,34,0,9,1
46,28,0,57,31,-6,31,0,1,0
39,30,0,58,5,-3,35,0,9,1
38,28,0,58,2,-2,35,0,9,1
40,28,0,57,0,-4,36,0,9,1
