102,69,1,0,13,-27,66,0,9,2
116,70,1,0,19,-43,69,0,9,2
114,73,1,0,18,-40,69,0,9,2
96,71,1,0,8,-19,66,0,9,2
119,69,1,0,2,-45,71,0,9,2
115,68,1,0,2,-42,69,0,9,2
97,69,1,0,5,-23,63,0,9,2
117,69,1,0,2,-44,69,0,9,2
121,70,1,0,7,-49,69,0,9,2
116,70,1,0,20,-42,70,0,9,2
117,72,1,0,1,-43,70,0,9,2
96,70,1,0,29,-20,65,0,9,2
115,70,1,0,1,-41,70,0,9,2
91,71,1,0,28,-16,62,0,9,2
115,73,1,0,20,-40,71,0,9,2
99,68,1,0,19,-22,67,0,9,2
94,69,1,0,5,-21,61,0,9,2
121,70,1,0,9,-49,69,0,9,2
107,70,1,0,10,-32,68,0,9,2
106,72,1,0,12,-31,68,0,9,2
101,72,1,0,24,-25,67,0,9,2
109,72,1,0,2,-33,70,0,9,2
100,72,1,0,7,-24,67,0,9,2
101,71,1,0,0,-25,67,0,9,2
100,69,1,0,9,-24,67,0,9,2
100,71,1,0,3,-26,64,0,9,2
108,71,1,0,8,-33,69,0,9,2
114,70,1,0,15,-39,71,0,9,2
95,68,1,0,6,-20,64,0,9,2
105,72,1,0,4,-32,65,0,9,2
94,69,1,0,22,-18,64,0,9,2
117,71,1,0,24,-44,69,0,9,2
113,68,1,0,7,-38,70,0,9,2
114,68,1,0,23,-41,68,0,9,2
99,69,1,0,19,-25,64,0,9,2
93,70,1,0,20,-19,62,0,9,2
91,69,1,0,25,-16,62,0,9,2
93,70,1,0,6,-19,62,0,9,2
124,70,1,0,33,-52,70,0,9,2
124,68,1,0,33,-52,70,0,9,1
126,71,1,0,40,-56,68,0,9,1
106,69,1,0,13,-30,69,0,9,2
122,70,1,0,2,-50,69,0,9,2
119,69,1,0,10,-46,70,0,9,2
116,70,1,0,13,-43,69,0,9,2
92,69,1,0,33,-17,63,0,9,2
94,70,1,0,27,-20,62,0,9,2
118,70,1,0,2,-45,69,0,9,2
118,70,1,0,28,-45,69,0,9,2
118,70,1,0,28,-45,69,0,9,2
119,71,1,0,27,-46,70,0,9,2
106,71,1,0,15,-30,69,0,9,2
107,70,1,0,13,-32,68,0,9,2
122,74,1,0,3,-49,71,0,9,2
117,74,1,0,11,-41,73,0,9,2
92,71,1,0,18,-14,66,0,9,2
126,70,1,0,5,-54,71,0,9,1
115,70,1,0,3,-41,70,0,9,2
114,71,1,0,26,-40,69,0,9,2
87,69,1,0,43,-12,61,0,9,2
120,70,1,0,7,-48,69,0,9,2
120,70,1,0,7,-48,69,0,9,2
114,69,1,0,0,-40,69,0,9,2
108,74,1,0,22,-34,67,0,9,2
118,73,1,0,7,-42,73,0,9,2
117,71,1,0,4,-41,73,0,9,2
