106,73,1,0,7,-28,71,0,9,2
91,75,1,0,4,-14,64,0,9,2
95,72,1,0,0,-17,67,0,9,2
102,76,1,0,3,-26,68,0,9,2
98,77,1,0,7,-19,69,0,9,2
95,75,1,0,2,-15,69,0,9,2
97,77,1,0,8,-18,69,0,9,2
96,79,1,0,3,-16,69,0,9,2
95,79,1,0,2,-13,71,0,9,2
96,75,1,0,4,-14,71,0,9,2
96,76,1,0,1,-17,68,0,9,2
106,76,1,0,14,-27,72,0,9,2
97,76,1,0,4,-18,69,0,9,2
106,73,1,0,10,-27,72,0,9,2
94,77,1,0,12,-17,65,0,9,2
109,77,1,0,12,-29,75,0,9,2
106,76,1,0,1,-26,73,0,9,2
97,77,1,0,4,-18,69,0,9,2
96,76,1,0,14,-16,69,0,9,2
97,77,1,0,8,-18,69,0,9,2
96,79,1,0,2,-16,69,0,9,2
99,79,1,0,3,-17,72,0,9,2
98,79,1,0,3,-16,72,0,9,2
101,81,1,0,5,-19,73,0,9,2
98,80,1,0,2,-15,73,0,9,2
96,78,1,0,2,-14,71,0,9,2
117,75,1,0,19,-38,77,0,9,2
105,72,1,0,12,-27,71,0,9,2
96,77,1,0,8,-20,65,0,9,2
118,76,1,0,1,-39,77,0,9,2
106,75,1,0,1,-27,72,0,9,2
95,74,1,0,3,-17,67,0,9,2
136,71,1,0,26,-65,72,0,9,2
102,76,1,0,4,-26,68,0,9,2
86,72,1,0,9,-8,63,0,9,2
79,68,1,0,62,-5,56,0,9,2
95,73,1,0,8,-22,61,0,9,2
92,75,1,0,7,-15,65,0,9,2
98,75,1,0,19,-19,69,0,9,2
96,79,1,0,8,-17,68,0,9,2
98,76,1,0,7,-16,72,0,9,2
98,74,1,0,0,-19,69,0,9,2
105,71,1,0,10,-27,71,0,9,2
117,73,1,0,27,-43,70,0,9,2
105,73,1,0,9,-28,70,0,9,2
78,74,1,0,27,-3,57,0,9,2
102,72,1,0,19,-24,70,0,9,2
103,71,1,0,2,-27,68,0,9,2
74,70,1,0,5,-2,52,0,9,2
90,72,1,0,12,-16,61,0,9,2
98,70,1,0,5,-22,66,0,9,2
100,69,1,0,26,-25,66,0,9,2
101,71,1,0,11,-27,65,0,9,2
100,72,1,0,2,-24,67,0,9,2
99,70,1,0,2,-23,66,0,9,2
105,74,1,0,4,-30,68,0,9,2
104,73,1,0,3,-26,70,0,9,2
102,75,1,0,3,-25,69,0,9,2
101,74,1,0,8,-22,70,0,9,2
104,70,1,0,0,-26,70,0,9,2
99,76,1,0,4,-24,65,0,9,2
105,72,1,0,4,-26,72,0,9,2
107,70,1,0,5,-31,69,0,9,2
101,72,1,0,2,-26,66,0,9,2
101,77,1,0,5,-25,67,0,9,2
106,70,1,0,6,-26,73,0,9,2
103,74,1,0,2,-28,67,0,9,2
104,69,1,0,3,-26,70,0,9,2
101,73,1,0,8,-27,65,0,9,2
98,76,1,0,7,-21,67,0,9,2
90,79,1,0,15,-11,66,0,9,2
114,77,1,0,14,-33,78,0,9,2
108,73,1,0,9,-28,74,0,9,2
116,73,1,0,29,-40,73,0,9,2
106,73,1,0,8,-29,70,0,9,2
93,77,1,0,15,-16,65,0,9,2
101,76,1,0,19,-21,71,0,9,2
96,75,1,0,12,-17,68,0,9,2
101,76,1,0,7,-22,70,0,9,2
97,66,1,0,3,-18,69,0,9,2
89,68,1,0,10,-17,58,0,9,2
97,75,1,0,7,-23,63,0,9,2
94,76,1,0,3,-16,66,0,9,2
98,76,1,0,11,-19,69,0,9,2
98,66,1,0,7,-19,69,0,9,2
97,69,1,0,10,-25,61,0,9,2
97,66,1,0,7,-23,63,0,9,2
94,70,1,0,9,-22,60,0,9,2
91,78,1,0,9,-16,62,0,9,2
108,71,1,0,12,-27,75,0,9,2
118,70,1,0,24,-44,71,0,9,2
94,73,1,0,3,-19,63,0,9,2
104,76,1,0,6,-27,69,0,9,2
100,77,1,0,23,-21,70,0,9,2
114,76,1,0,20,-35,75,0,9,2
105,77,1,0,3,-26,72,0,9,2
111,77,1,0,11,-31,75,0,9,2
113,71,1,0,1,-34,75,0,9,2
106,56,1,0,5,-30,69,0,9,2
100,74,1,0,21,-34,54,0,9,2
98,70,1,0,15,-20,68,0,9,2
104,68,1,0,2,-29,67,0,9,2
105,69,1,0,11,-32,65,0,9,2
109,66,1,0,15,-35,68,0,9,2
104,68,1,0,5,-32,63,0,9,2
103,65,1,0,3,-29,66,0,9,2
100,66,1,0,9,-28,62,0,9,2
101,65,1,0,3,-29,62,0,9,2
100,66,1,0,4,-28,62,0,9,2
100,65,1,0,0,-28,62,0,9,2
106,66,1,0,6,-35,63,0,9,2
100,65,1,0,0,-28,62,0,9,2
100,67,1,0,0,-28,62,0,9,2
105,67,1,0,3,-32,65,0,9,2
102,67,1,0,2,-29,64,0,9,2
96,66,1,0,5,-23,62,0,9,2
102,62,1,0,2,-30,63,0,9,2
101,66,1,0,4,-31,60,0,9,2
99,65,1,0,4,-27,62,0,9,2
106,67,1,0,5,-35,63,0,9,2
107,69,1,0,6,-34,66,0,9,2
102,67,1,0,3,-28,65,0,9,2
105,68,1,0,3,-32,65,0,9,2
120,68,1,0,14,-48,69,0,9,2
114,59,1,0,13,-41,68,0,9,2
115,60,1,0,16,-48,60,0,9,2
114,58,1,0,8,-46,61,0,9,2
114,57,1,0,12,-48,58,0,9,2
115,56,1,0,2,-49,58,0,9,2
112,56,1,0,6,-47,55,0,9,2
106,71,1,0,8,-40,56,0,9,2
109,71,1,0,18,-34,69,0,9,2
104,71,1,0,23,-28,68,0,9,2
104,67,1,0,16,-28,68,0,9,2
104,67,1,0,5,-31,65,0,9,2
102,68,1,0,4,-29,64,0,9,2
100,64,1,0,4,-26,64,0,9,2
107,66,1,0,5,-36,63,0,9,2
101,63,1,0,2,-29,62,0,9,2
101,61,1,0,6,-31,60,0,9,2
107,65,1,0,3,-38,60,0,9,2
103,68,1,0,2,-31,63,0,9,2
109,68,1,0,7,-36,66,0,9,2
108,67,1,0,6,-35,66,0,9,2
102,71,1,0,2,-29,64,0,9,2
103,68,1,0,9,-27,68,0,9,2
101,69,1,0,8,-27,65,0,9,2
104,68,1,0,2,-30,66,0,9,2
101,62,1,0,3,-27,65,0,9,2
101,58,1,0,6,-31,60,0,9,2
103,63,1,0,11,-36,56,0,9,2
112,72,1,0,15,-42,63,0,9,2
103,65,1,0,8,-27,68,0,9,2
105,67,1,0,7,-34,63,0,9,2
105,70,1,0,10,-32,65,0,9,2
105,71,1,0,3,-30,68,0,9,2
103,71,1,0,8,-27,68,0,9,2
104,75,0,0,5,-28,68,0,9,2
102,76,1,0,7,-23,71,0,9,2
105,74,0,0,4,-26,72,0,9,2
103,71,0,0,3,-25,70,0,9,2
104,72,0,0,5,-28,68,0,9,2
104,69,0,0,4,-28,68,0,9,2
103,68,0,0,5,-29,66,0,9,2
105,71,0,0,5,-32,65,0,9,2
105,73,0,0,1,-29,69,0,9,2
104,75,0,0,3,-27,69,0,9,2
103,75,0,0,10,-24,71,0,9,2
102,73,0,0,6,-23,71,0,9,2
104,75,0,0,0,-27,69,0,9,2
103,71,0,0,0,-24,71,0,9,2
103,71,0,0,5,-27,68,0,9,2
111,70,0,0,9,-36,70,0,9,2
108,70,0,0,9,-33,69,0,9,2
106,72,0,0,4,-31,68,0,9,2
105,69,0,0,7,-29,69,0,9,2
106,70,0,0,2,-32,67,0,9,2
104,71,0,0,2,-29,67,0,9,2
105,73,0,0,0,-29,69,0,9,2
105,72,0,0,5,-28,70,0,9,2
105,73,0,0,2,-29,69,0,9,2
103,73,0,0,3,-26,69,0,9,2
105,72,0,0,0,-28,70,0,9,2
103,73,0,0,2,-27,68,0,9,2
103,73,0,0,0,-26,69,0,9,2
102,69,1,0,3,-25,69,0,9,2
101,68,1,0,3,-27,65,0,9,2
98,69,1,0,5,-24,64,0,9,2
100,68,1,0,5,-26,64,0,9,2
98,68,1,0,3,-24,64,0,9,2
